repository,file_path,file_name,directory,language,extension,loc,size_bytes,is_test_file
fastapi,docs/en/docs/js/custom.js,custom.js,docs/en/docs/js,JavaScript,.js,237,9284,False
fastapi,docs/en/docs/js/init_kapa_widget.js,init_kapa_widget.js,docs/en/docs/js,JavaScript,.js,29,2333,False
fastapi,docs/en/docs/js/termynal.js,termynal.js,docs/en/docs/js,JavaScript,.js,237,9500,False
fastapi,docs_src/additional_responses/__init__.py,__init__.py,docs_src/additional_responses,Python,.py,0,0,False
fastapi,docs_src/additional_responses/tutorial001_py310.py,tutorial001_py310.py,docs_src/additional_responses,Python,.py,14,506,False
fastapi,docs_src/additional_responses/tutorial002_py310.py,tutorial002_py310.py,docs_src/additional_responses,Python,.py,22,596,False
fastapi,docs_src/additional_responses/tutorial003_py310.py,tutorial003_py310.py,docs_src/additional_responses,Python,.py,29,837,False
fastapi,docs_src/additional_responses/tutorial004_py310.py,tutorial004_py310.py,docs_src/additional_responses,Python,.py,22,669,False
fastapi,docs_src/additional_status_codes/__init__.py,__init__.py,docs_src/additional_status_codes,Python,.py,0,0,False
fastapi,docs_src/additional_status_codes/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/additional_status_codes,Python,.py,20,686,False
fastapi,docs_src/additional_status_codes/tutorial001_py310.py,tutorial001_py310.py,docs_src/additional_status_codes,Python,.py,19,646,False
fastapi,docs_src/advanced_middleware/__init__.py,__init__.py,docs_src/advanced_middleware,Python,.py,0,0,False
fastapi,docs_src/advanced_middleware/tutorial001_py310.py,tutorial001_py310.py,docs_src/advanced_middleware,Python,.py,7,231,False
fastapi,docs_src/advanced_middleware/tutorial002_py310.py,tutorial002_py310.py,docs_src/advanced_middleware,Python,.py,9,279,False
fastapi,docs_src/advanced_middleware/tutorial003_py310.py,tutorial003_py310.py,docs_src/advanced_middleware,Python,.py,7,230,False
fastapi,docs_src/app_testing/__init__.py,__init__.py,docs_src/app_testing,Python,.py,0,0,False
fastapi,docs_src/app_testing/app_a_py310/__init__.py,__init__.py,docs_src/app_testing/app_a_py310,Python,.py,0,0,False
fastapi,docs_src/app_testing/app_a_py310/main.py,main.py,docs_src/app_testing/app_a_py310,Python,.py,5,118,False
fastapi,docs_src/app_testing/app_a_py310/test_main.py,test_main.py,docs_src/app_testing/app_a_py310,Python,.py,7,238,True
fastapi,docs_src/app_testing/app_b_an_py310/__init__.py,__init__.py,docs_src/app_testing/app_b_an_py310,Python,.py,0,0,False
fastapi,docs_src/app_testing/app_b_an_py310/main.py,main.py,docs_src/app_testing/app_b_an_py310,Python,.py,28,1163,False
fastapi,docs_src/app_testing/app_b_an_py310/test_main.py,test_main.py,docs_src/app_testing/app_b_an_py310,Python,.py,51,1866,True
fastapi,docs_src/app_testing/app_b_py310/__init__.py,__init__.py,docs_src/app_testing/app_b_py310,Python,.py,0,0,False
fastapi,docs_src/app_testing/app_b_py310/main.py,main.py,docs_src/app_testing/app_b_py310,Python,.py,27,1113,False
fastapi,docs_src/app_testing/app_b_py310/test_main.py,test_main.py,docs_src/app_testing/app_b_py310,Python,.py,51,1866,True
fastapi,docs_src/app_testing/tutorial001_py310.py,tutorial001_py310.py,docs_src/app_testing,Python,.py,11,334,False
fastapi,docs_src/app_testing/tutorial002_py310.py,tutorial002_py310.py,docs_src/app_testing,Python,.py,22,757,False
fastapi,docs_src/app_testing/tutorial003_py310.py,tutorial003_py310.py,docs_src/app_testing,Python,.py,16,528,False
fastapi,docs_src/app_testing/tutorial004_py310.py,tutorial004_py310.py,docs_src/app_testing,Python,.py,29,1187,False
fastapi,docs_src/async_tests/__init__.py,__init__.py,docs_src/async_tests,Python,.py,0,0,False
fastapi,docs_src/async_tests/app_a_py310/__init__.py,__init__.py,docs_src/async_tests/app_a_py310,Python,.py,0,0,False
fastapi,docs_src/async_tests/app_a_py310/main.py,main.py,docs_src/async_tests/app_a_py310,Python,.py,5,112,False
fastapi,docs_src/async_tests/app_a_py310/test_main.py,test_main.py,docs_src/async_tests/app_a_py310,Python,.py,11,360,True
fastapi,docs_src/authentication_error_status_code/__init__.py,__init__.py,docs_src/authentication_error_status_code,Python,.py,0,0,False
fastapi,docs_src/authentication_error_status_code/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/authentication_error_status_code,Python,.py,13,618,False
fastapi,docs_src/background_tasks/__init__.py,__init__.py,docs_src/background_tasks,Python,.py,0,0,False
fastapi,docs_src/background_tasks/tutorial001_py310.py,tutorial001_py310.py,docs_src/background_tasks,Python,.py,10,519,False
fastapi,docs_src/background_tasks/tutorial002_an_py310.py,tutorial002_an_py310.py,docs_src/background_tasks,Python,.py,18,683,False
fastapi,docs_src/background_tasks/tutorial002_py310.py,tutorial002_py310.py,docs_src/background_tasks,Python,.py,17,643,False
fastapi,docs_src/behind_a_proxy/__init__.py,__init__.py,docs_src/behind_a_proxy,Python,.py,0,0,False
fastapi,docs_src/behind_a_proxy/tutorial001_01_py310.py,tutorial001_01_py310.py,docs_src/behind_a_proxy,Python,.py,5,122,False
fastapi,docs_src/behind_a_proxy/tutorial001_py310.py,tutorial001_py310.py,docs_src/behind_a_proxy,Python,.py,5,189,False
fastapi,docs_src/behind_a_proxy/tutorial002_py310.py,tutorial002_py310.py,docs_src/behind_a_proxy,Python,.py,5,208,False
fastapi,docs_src/behind_a_proxy/tutorial003_py310.py,tutorial003_py310.py,docs_src/behind_a_proxy,Python,.py,11,405,False
fastapi,docs_src/behind_a_proxy/tutorial004_py310.py,tutorial004_py310.py,docs_src/behind_a_proxy,Python,.py,12,437,False
fastapi,docs_src/bigger_applications/__init__.py,__init__.py,docs_src/bigger_applications,Python,.py,0,0,False
fastapi,docs_src/bigger_applications/app_an_py310/__init__.py,__init__.py,docs_src/bigger_applications/app_an_py310,Python,.py,0,0,False
fastapi,docs_src/bigger_applications/app_an_py310/dependencies.py,dependencies.py,docs_src/bigger_applications/app_an_py310,Python,.py,8,409,False
fastapi,docs_src/bigger_applications/app_an_py310/internal/__init__.py,__init__.py,docs_src/bigger_applications/app_an_py310/internal,Python,.py,0,0,False
fastapi,docs_src/bigger_applications/app_an_py310/internal/admin.py,admin.py,docs_src/bigger_applications/app_an_py310/internal,Python,.py,5,147,False
fastapi,docs_src/bigger_applications/app_an_py310/main.py,main.py,docs_src/bigger_applications/app_an_py310,Python,.py,17,552,False
fastapi,docs_src/bigger_applications/app_an_py310/routers/__init__.py,__init__.py,docs_src/bigger_applications/app_an_py310/routers,Python,.py,0,0,False
fastapi,docs_src/bigger_applications/app_an_py310/routers/items.py,items.py,docs_src/bigger_applications/app_an_py310/routers,Python,.py,28,1011,False
fastapi,docs_src/bigger_applications/app_an_py310/routers/users.py,users.py,docs_src/bigger_applications/app_an_py310/routers,Python,.py,11,407,False
fastapi,docs_src/body/__init__.py,__init__.py,docs_src/body,Python,.py,0,0,False
fastapi,docs_src/body/tutorial001_py310.py,tutorial001_py310.py,docs_src/body,Python,.py,11,271,False
fastapi,docs_src/body/tutorial002_py310.py,tutorial002_py310.py,docs_src/body,Python,.py,15,447,False
fastapi,docs_src/body/tutorial003_py310.py,tutorial003_py310.py,docs_src/body,Python,.py,11,330,False
fastapi,docs_src/body/tutorial004_py310.py,tutorial004_py310.py,docs_src/body,Python,.py,14,414,False
fastapi,docs_src/body_fields/__init__.py,__init__.py,docs_src/body_fields,Python,.py,0,0,False
fastapi,docs_src/body_fields/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/body_fields,Python,.py,15,563,False
fastapi,docs_src/body_fields/tutorial001_py310.py,tutorial001_py310.py,docs_src/body_fields,Python,.py,14,523,False
fastapi,docs_src/body_multiple_params/__init__.py,__init__.py,docs_src/body_multiple_params,Python,.py,0,0,False
fastapi,docs_src/body_multiple_params/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/body_multiple_params,Python,.py,21,579,False
fastapi,docs_src/body_multiple_params/tutorial001_py310.py,tutorial001_py310.py,docs_src/body_multiple_params,Python,.py,21,546,False
fastapi,docs_src/body_multiple_params/tutorial002_py310.py,tutorial002_py310.py,docs_src/body_multiple_params,Python,.py,15,446,False
fastapi,docs_src/body_multiple_params/tutorial003_an_py310.py,tutorial003_an_py310.py,docs_src/body_multiple_params,Python,.py,18,550,False
fastapi,docs_src/body_multiple_params/tutorial003_py310.py,tutorial003_py310.py,docs_src/body_multiple_params,Python,.py,15,504,False
fastapi,docs_src/body_multiple_params/tutorial004_an_py310.py,tutorial004_an_py310.py,docs_src/body_multiple_params,Python,.py,25,643,False
fastapi,docs_src/body_multiple_params/tutorial004_py310.py,tutorial004_py310.py,docs_src/body_multiple_params,Python,.py,24,603,False
fastapi,docs_src/body_multiple_params/tutorial005_an_py310.py,tutorial005_an_py310.py,docs_src/body_multiple_params,Python,.py,13,409,False
fastapi,docs_src/body_multiple_params/tutorial005_py310.py,tutorial005_py310.py,docs_src/body_multiple_params,Python,.py,12,369,False
fastapi,docs_src/body_nested_models/__init__.py,__init__.py,docs_src/body_nested_models,Python,.py,0,0,False
fastapi,docs_src/body_nested_models/tutorial001_py310.py,tutorial001_py310.py,docs_src/body_nested_models,Python,.py,13,364,False
fastapi,docs_src/body_nested_models/tutorial002_py310.py,tutorial002_py310.py,docs_src/body_nested_models,Python,.py,13,369,False
fastapi,docs_src/body_nested_models/tutorial003_py310.py,tutorial003_py310.py,docs_src/body_nested_models,Python,.py,13,371,False
fastapi,docs_src/body_nested_models/tutorial004_py310.py,tutorial004_py310.py,docs_src/body_nested_models,Python,.py,17,455,False
fastapi,docs_src/body_nested_models/tutorial005_py310.py,tutorial005_py310.py,docs_src/body_nested_models,Python,.py,17,468,False
fastapi,docs_src/body_nested_models/tutorial006_py310.py,tutorial006_py310.py,docs_src/body_nested_models,Python,.py,17,475,False
fastapi,docs_src/body_nested_models/tutorial007_py310.py,tutorial007_py310.py,docs_src/body_nested_models,Python,.py,21,520,False
fastapi,docs_src/body_nested_models/tutorial008_py310.py,tutorial008_py310.py,docs_src/body_nested_models,Python,.py,9,248,False
fastapi,docs_src/body_nested_models/tutorial009_py310.py,tutorial009_py310.py,docs_src/body_nested_models,Python,.py,5,154,False
fastapi,docs_src/body_updates/__init__.py,__init__.py,docs_src/body_updates,Python,.py,0,0,False
fastapi,docs_src/body_updates/tutorial001_py310.py,tutorial001_py310.py,docs_src/body_updates,Python,.py,23,856,False
fastapi,docs_src/body_updates/tutorial002_py310.py,tutorial002_py310.py,docs_src/body_updates,Python,.py,26,1009,False
fastapi,docs_src/conditional_openapi/__init__.py,__init__.py,docs_src/conditional_openapi,Python,.py,0,0,False
fastapi,docs_src/conditional_openapi/tutorial001_py310.py,tutorial001_py310.py,docs_src/conditional_openapi,Python,.py,9,281,False
fastapi,docs_src/configure_swagger_ui/__init__.py,__init__.py,docs_src/configure_swagger_ui,Python,.py,0,0,False
fastapi,docs_src/configure_swagger_ui/tutorial001_py310.py,tutorial001_py310.py,docs_src/configure_swagger_ui,Python,.py,5,205,False
fastapi,docs_src/configure_swagger_ui/tutorial002_py310.py,tutorial002_py310.py,docs_src/configure_swagger_ui,Python,.py,5,221,False
fastapi,docs_src/configure_swagger_ui/tutorial003_py310.py,tutorial003_py310.py,docs_src/configure_swagger_ui,Python,.py,5,201,False
fastapi,docs_src/cookie_param_models/__init__.py,__init__.py,docs_src/cookie_param_models,Python,.py,0,0,False
fastapi,docs_src/cookie_param_models/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/cookie_param_models,Python,.py,11,343,False
fastapi,docs_src/cookie_param_models/tutorial001_py310.py,tutorial001_py310.py,docs_src/cookie_param_models,Python,.py,10,303,False
fastapi,docs_src/cookie_param_models/tutorial002_an_py310.py,tutorial002_an_py310.py,docs_src/cookie_param_models,Python,.py,12,383,False
fastapi,docs_src/cookie_param_models/tutorial002_py310.py,tutorial002_py310.py,docs_src/cookie_param_models,Python,.py,11,343,False
fastapi,docs_src/cookie_params/__init__.py,__init__.py,docs_src/cookie_params,Python,.py,0,0,False
fastapi,docs_src/cookie_params/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/cookie_params,Python,.py,6,205,False
fastapi,docs_src/cookie_params/tutorial001_py310.py,tutorial001_py310.py,docs_src/cookie_params,Python,.py,5,170,False
fastapi,docs_src/cors/__init__.py,__init__.py,docs_src/cors,Python,.py,0,0,False
fastapi,docs_src/cors/tutorial001_py310.py,tutorial001_py310.py,docs_src/cors,Python,.py,19,459,False
fastapi,docs_src/custom_docs_ui/__init__.py,__init__.py,docs_src/custom_docs_ui,Python,.py,0,0,False
fastapi,docs_src/custom_docs_ui/tutorial001_py310.py,tutorial001_py310.py,docs_src/custom_docs_ui,Python,.py,29,1143,False
fastapi,docs_src/custom_docs_ui/tutorial002_py310.py,tutorial002_py310.py,docs_src/custom_docs_ui,Python,.py,31,1175,False
fastapi,docs_src/custom_request_and_route/__init__.py,__init__.py,docs_src/custom_request_and_route,Python,.py,0,0,False
fastapi,docs_src/custom_request_and_route/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/custom_request_and_route,Python,.py,25,1015,False
fastapi,docs_src/custom_request_and_route/tutorial001_py310.py,tutorial001_py310.py,docs_src/custom_request_and_route,Python,.py,24,976,False
fastapi,docs_src/custom_request_and_route/tutorial002_an_py310.py,tutorial002_an_py310.py,docs_src/custom_request_and_route,Python,.py,21,974,False
fastapi,docs_src/custom_request_and_route/tutorial002_py310.py,tutorial002_py310.py,docs_src/custom_request_and_route,Python,.py,20,935,False
fastapi,docs_src/custom_request_and_route/tutorial003_py310.py,tutorial003_py310.py,docs_src/custom_request_and_route,Python,.py,26,1051,False
fastapi,docs_src/custom_response/__init__.py,__init__.py,docs_src/custom_response,Python,.py,0,0,False
fastapi,docs_src/custom_response/tutorial001_py310.py,tutorial001_py310.py,docs_src/custom_response,Python,.py,6,197,False
fastapi,docs_src/custom_response/tutorial001b_py310.py,tutorial001b_py310.py,docs_src/custom_response,Python,.py,6,215,False
fastapi,docs_src/custom_response/tutorial002_py310.py,tutorial002_py310.py,docs_src/custom_response,Python,.py,15,352,False
fastapi,docs_src/custom_response/tutorial003_py310.py,tutorial003_py310.py,docs_src/custom_response,Python,.py,16,394,False
fastapi,docs_src/custom_response/tutorial004_py310.py,tutorial004_py310.py,docs_src/custom_response,Python,.py,18,491,False
fastapi,docs_src/custom_response/tutorial005_py310.py,tutorial005_py310.py,docs_src/custom_response,Python,.py,6,186,False
fastapi,docs_src/custom_response/tutorial006_py310.py,tutorial006_py310.py,docs_src/custom_response,Python,.py,6,199,False
fastapi,docs_src/custom_response/tutorial006b_py310.py,tutorial006b_py310.py,docs_src/custom_response,Python,.py,6,220,False
fastapi,docs_src/custom_response/tutorial006c_py310.py,tutorial006c_py310.py,docs_src/custom_response,Python,.py,6,237,False
fastapi,docs_src/custom_response/tutorial007_py310.py,tutorial007_py310.py,docs_src/custom_response,Python,.py,11,319,False
fastapi,docs_src/custom_response/tutorial008_py310.py,tutorial008_py310.py,docs_src/custom_response,Python,.py,10,360,False
fastapi,docs_src/custom_response/tutorial009_py310.py,tutorial009_py310.py,docs_src/custom_response,Python,.py,7,202,False
fastapi,docs_src/custom_response/tutorial009b_py310.py,tutorial009b_py310.py,docs_src/custom_response,Python,.py,7,217,False
fastapi,docs_src/custom_response/tutorial009c_py310.py,tutorial009c_py310.py,docs_src/custom_response,Python,.py,12,451,False
fastapi,docs_src/custom_response/tutorial010_py310.py,tutorial010_py310.py,docs_src/custom_response,Python,.py,6,228,False
fastapi,docs_src/dataclasses_/__init__.py,__init__.py,docs_src/dataclasses_,Python,.py,0,0,False
fastapi,docs_src/dataclasses_/tutorial001_py310.py,tutorial001_py310.py,docs_src/dataclasses_,Python,.py,12,275,False
fastapi,docs_src/dataclasses_/tutorial002_py310.py,tutorial002_py310.py,docs_src/dataclasses_,Python,.py,18,506,False
fastapi,docs_src/dataclasses_/tutorial003_py310.py,tutorial003_py310.py,docs_src/dataclasses_,Python,.py,43,1363,False
fastapi,docs_src/debugging/__init__.py,__init__.py,docs_src/debugging,Python,.py,0,0,False
fastapi,docs_src/debugging/tutorial001_py310.py,tutorial001_py310.py,docs_src/debugging,Python,.py,10,223,False
fastapi,docs_src/dependencies/__init__.py,__init__.py,docs_src/dependencies,Python,.py,0,0,False
fastapi,docs_src/dependencies/tutorial001_02_an_py310.py,tutorial001_02_an_py310.py,docs_src/dependencies,Python,.py,12,447,False
fastapi,docs_src/dependencies/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/dependencies,Python,.py,11,454,False
fastapi,docs_src/dependencies/tutorial001_py310.py,tutorial001_py310.py,docs_src/dependencies,Python,.py,10,404,False
fastapi,docs_src/dependencies/tutorial002_an_py310.py,tutorial002_an_py310.py,docs_src/dependencies,Python,.py,17,664,False
fastapi,docs_src/dependencies/tutorial002_py310.py,tutorial002_py310.py,docs_src/dependencies,Python,.py,16,624,False
fastapi,docs_src/dependencies/tutorial003_an_py310.py,tutorial003_an_py310.py,docs_src/dependencies,Python,.py,17,655,False
fastapi,docs_src/dependencies/tutorial003_py310.py,tutorial003_py310.py,docs_src/dependencies,Python,.py,16,603,False
fastapi,docs_src/dependencies/tutorial004_an_py310.py,tutorial004_an_py310.py,docs_src/dependencies,Python,.py,17,647,False
fastapi,docs_src/dependencies/tutorial004_py310.py,tutorial004_py310.py,docs_src/dependencies,Python,.py,16,607,False
fastapi,docs_src/dependencies/tutorial005_an_py310.py,tutorial005_an_py310.py,docs_src/dependencies,Python,.py,17,510,False
fastapi,docs_src/dependencies/tutorial005_py310.py,tutorial005_py310.py,docs_src/dependencies,Python,.py,13,443,False
fastapi,docs_src/dependencies/tutorial006_an_py310.py,tutorial006_an_py310.py,docs_src/dependencies,Python,.py,13,633,False
fastapi,docs_src/dependencies/tutorial006_py310.py,tutorial006_py310.py,docs_src/dependencies,Python,.py,12,583,False
fastapi,docs_src/dependencies/tutorial007_py310.py,tutorial007_py310.py,docs_src/dependencies,Python,.py,6,99,False
fastapi,docs_src/dependencies/tutorial008_an_py310.py,tutorial008_an_py310.py,docs_src/dependencies,Python,.py,20,521,False
fastapi,docs_src/dependencies/tutorial008_py310.py,tutorial008_py310.py,docs_src/dependencies,Python,.py,19,455,False
fastapi,docs_src/dependencies/tutorial008b_an_py310.py,tutorial008b_an_py310.py,docs_src/dependencies,Python,.py,22,775,False
fastapi,docs_src/dependencies/tutorial008b_py310.py,tutorial008b_py310.py,docs_src/dependencies,Python,.py,21,735,False
fastapi,docs_src/dependencies/tutorial008c_an_py310.py,tutorial008c_an_py310.py,docs_src/dependencies,Python,.py,21,700,False
fastapi,docs_src/dependencies/tutorial008c_py310.py,tutorial008c_py310.py,docs_src/dependencies,Python,.py,20,660,False
fastapi,docs_src/dependencies/tutorial008d_an_py310.py,tutorial008d_an_py310.py,docs_src/dependencies,Python,.py,22,734,False
fastapi,docs_src/dependencies/tutorial008d_py310.py,tutorial008d_py310.py,docs_src/dependencies,Python,.py,21,694,False
fastapi,docs_src/dependencies/tutorial008e_an_py310.py,tutorial008e_an_py310.py,docs_src/dependencies,Python,.py,11,329,False
fastapi,docs_src/dependencies/tutorial008e_py310.py,tutorial008e_py310.py,docs_src/dependencies,Python,.py,10,289,False
fastapi,docs_src/dependencies/tutorial010_py310.py,tutorial010_py310.py,docs_src/dependencies,Python,.py,10,292,False
fastapi,docs_src/dependencies/tutorial011_an_py310.py,tutorial011_an_py310.py,docs_src/dependencies,Python,.py,14,544,False
fastapi,docs_src/dependencies/tutorial011_py310.py,tutorial011_py310.py,docs_src/dependencies,Python,.py,13,504,False
fastapi,docs_src/dependencies/tutorial012_an_py310.py,tutorial012_an_py310.py,docs_src/dependencies,Python,.py,16,746,False
fastapi,docs_src/dependencies/tutorial012_py310.py,tutorial012_py310.py,docs_src/dependencies,Python,.py,15,696,False
fastapi,docs_src/dependencies/tutorial013_an_py310.py,tutorial013_an_py310.py,docs_src/dependencies,Python,.py,24,937,False
fastapi,docs_src/dependencies/tutorial014_an_py310.py,tutorial014_an_py310.py,docs_src/dependencies,Python,.py,25,957,False
fastapi,docs_src/dependency_testing/__init__.py,__init__.py,docs_src/dependency_testing,Python,.py,0,0,False
fastapi,docs_src/dependency_testing/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/dependency_testing,Python,.py,37,1528,False
fastapi,docs_src/dependency_testing/tutorial001_py310.py,tutorial001_py310.py,docs_src/dependency_testing,Python,.py,36,1478,False
fastapi,docs_src/encoder/__init__.py,__init__.py,docs_src/encoder,Python,.py,0,0,False
fastapi,docs_src/encoder/tutorial001_py310.py,tutorial001_py310.py,docs_src/encoder,Python,.py,14,430,False
fastapi,docs_src/events/__init__.py,__init__.py,docs_src/events,Python,.py,0,0,False
fastapi,docs_src/events/tutorial001_py310.py,tutorial001_py310.py,docs_src/events,Python,.py,10,283,False
fastapi,docs_src/events/tutorial002_py310.py,tutorial002_py310.py,docs_src/events,Python,.py,9,255,False
fastapi,docs_src/events/tutorial003_py310.py,tutorial003_py310.py,docs_src/events,Python,.py,17,569,False
fastapi,docs_src/extending_openapi/__init__.py,__init__.py,docs_src/extending_openapi,Python,.py,0,0,False
fastapi,docs_src/extending_openapi/tutorial001_py310.py,tutorial001_py310.py,docs_src/extending_openapi,Python,.py,22,737,False
fastapi,docs_src/extra_data_types/__init__.py,__init__.py,docs_src/extra_data_types,Python,.py,0,0,False
fastapi,docs_src/extra_data_types/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/extra_data_types,Python,.py,24,788,False
fastapi,docs_src/extra_data_types/tutorial001_py310.py,tutorial001_py310.py,docs_src/extra_data_types,Python,.py,23,724,False
fastapi,docs_src/extra_models/__init__.py,__init__.py,docs_src/extra_models,Python,.py,0,0,False
fastapi,docs_src/extra_models/tutorial001_py310.py,tutorial001_py310.py,docs_src/extra_models,Python,.py,28,905,False
fastapi,docs_src/extra_models/tutorial002_py310.py,tutorial002_py310.py,docs_src/extra_models,Python,.py,24,798,False
fastapi,docs_src/extra_models/tutorial003_py310.py,tutorial003_py310.py,docs_src/extra_models,Python,.py,22,612,False
fastapi,docs_src/extra_models/tutorial004_py310.py,tutorial004_py310.py,docs_src/extra_models,Python,.py,13,356,False
fastapi,docs_src/extra_models/tutorial005_py310.py,tutorial005_py310.py,docs_src/extra_models,Python,.py,5,180,False
fastapi,docs_src/first_steps/__init__.py,__init__.py,docs_src/first_steps,Python,.py,0,0,False
fastapi,docs_src/first_steps/tutorial001_py310.py,tutorial001_py310.py,docs_src/first_steps,Python,.py,5,117,False
fastapi,docs_src/first_steps/tutorial003_py310.py,tutorial003_py310.py,docs_src/first_steps,Python,.py,5,111,False
fastapi,docs_src/frontend/__init__.py,__init__.py,docs_src/frontend,Python,.py,0,0,False
fastapi,docs_src/frontend/tutorial001_py310.py,tutorial001_py310.py,docs_src/frontend,Python,.py,3,82,False
fastapi,docs_src/frontend/tutorial002_py310.py,tutorial002_py310.py,docs_src/frontend,Python,.py,3,105,False
fastapi,docs_src/frontend/tutorial003_py310.py,tutorial003_py310.py,docs_src/frontend,Python,.py,3,103,False
fastapi,docs_src/frontend/tutorial004_py310.py,tutorial004_py310.py,docs_src/frontend,Python,.py,5,182,False
fastapi,docs_src/frontend/tutorial005_py310.py,tutorial005_py310.py,docs_src/frontend,Python,.py,3,97,False
fastapi,docs_src/frontend/tutorial006_py310.py,tutorial006_py310.py,docs_src/frontend,Python,.py,3,99,False
fastapi,docs_src/generate_clients/__init__.py,__init__.py,docs_src/generate_clients,Python,.py,0,0,False
fastapi,docs_src/generate_clients/tutorial001_py310.py,tutorial001_py310.py,docs_src/generate_clients,Python,.py,17,494,False
fastapi,docs_src/generate_clients/tutorial002_py310.py,tutorial002_py310.py,docs_src/generate_clients,Python,.py,23,730,False
fastapi,docs_src/generate_clients/tutorial003_py310.py,tutorial003_py310.py,docs_src/generate_clients,Python,.py,26,914,False
fastapi,docs_src/generate_clients/tutorial004.js,tutorial004.js,docs_src/generate_clients,JavaScript,.js,32,1066,False
fastapi,docs_src/generate_clients/tutorial004_py310.py,tutorial004_py310.py,docs_src/generate_clients,Python,.py,12,493,False
fastapi,docs_src/graphql_/__init__.py,__init__.py,docs_src/graphql_,Python,.py,0,0,False
fastapi,docs_src/graphql_/tutorial001_py310.py,tutorial001_py310.py,docs_src/graphql_,Python,.py,16,424,False
fastapi,docs_src/handling_errors/__init__.py,__init__.py,docs_src/handling_errors,Python,.py,0,0,False
fastapi,docs_src/handling_errors/tutorial001_py310.py,tutorial001_py310.py,docs_src/handling_errors,Python,.py,8,299,False
fastapi,docs_src/handling_errors/tutorial002_py310.py,tutorial002_py310.py,docs_src/handling_errors,Python,.py,12,404,False
fastapi,docs_src/handling_errors/tutorial003_py310.py,tutorial003_py310.py,docs_src/handling_errors,Python,.py,17,626,False
fastapi,docs_src/handling_errors/tutorial004_py310.py,tutorial004_py310.py,docs_src/handling_errors,Python,.py,19,920,False
fastapi,docs_src/handling_errors/tutorial005_py310.py,tutorial005_py310.py,docs_src/handling_errors,Python,.py,18,626,False
fastapi,docs_src/handling_errors/tutorial006_py310.py,tutorial006_py310.py,docs_src/handling_errors,Python,.py,21,928,False
fastapi,docs_src/header_param_models/__init__.py,__init__.py,docs_src/header_param_models,Python,.py,0,0,False
fastapi,docs_src/header_param_models/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/header_param_models,Python,.py,13,392,False
fastapi,docs_src/header_param_models/tutorial001_py310.py,tutorial001_py310.py,docs_src/header_param_models,Python,.py,12,352,False
fastapi,docs_src/header_param_models/tutorial002_an_py310.py,tutorial002_an_py310.py,docs_src/header_param_models,Python,.py,14,432,False
fastapi,docs_src/header_param_models/tutorial002_py310.py,tutorial002_py310.py,docs_src/header_param_models,Python,.py,13,392,False
fastapi,docs_src/header_param_models/tutorial003_an_py310.py,tutorial003_an_py310.py,docs_src/header_param_models,Python,.py,15,424,False
fastapi,docs_src/header_param_models/tutorial003_py310.py,tutorial003_py310.py,docs_src/header_param_models,Python,.py,12,377,False
fastapi,docs_src/header_params/__init__.py,__init__.py,docs_src/header_params,Python,.py,0,0,False
fastapi,docs_src/header_params/tutorial001_an_py310.py,tutorial001_an_py310.py,docs_src/header_params,Python,.py,6,217,False
fastapi,docs_src/header_params/tutorial001_py310.py,tutorial001_py310.py,docs_src/header_params,Python,.py,5,182,False
fastapi,docs_src/header_params/tutorial002_an_py310.py,tutorial002_an_py310.py,docs_src/header_params,Python,.py,8,261,False
fastapi,docs_src/header_params/tutorial002_py310.py,tutorial002_py310.py,docs_src/header_params,Python,.py,7,228,False
fastapi,docs_src/header_params/tutorial003_an_py310.py,tutorial003_an_py310.py,docs_src/header_params,Python,.py,6,221,False
fastapi,docs_src/header_params/tutorial003_py310.py,tutorial003_py310.py,docs_src/header_params,Python,.py,5,186,False
fastapi,docs_src/json_base64_bytes/__init__.py,__init__.py,docs_src/json_base64_bytes,Python,.py,0,0,False
fastapi,docs_src/json_base64_bytes/tutorial001_py310.py,tutorial001_py310.py,docs_src/json_base64_bytes,Python,.py,29,892,False
fastapi,docs_src/metadata/__init__.py,__init__.py,docs_src/metadata,Python,.py,0,0,False
fastapi,docs_src/metadata/tutorial001_1_py310.py,tutorial001_1_py310.py,docs_src/metadata,Python,.py,29,774,False
fastapi,docs_src/metadata/tutorial001_py310.py,tutorial001_py310.py,docs_src/metadata,Python,.py,29,805,False
fastapi,docs_src/metadata/tutorial002_py310.py,tutorial002_py310.py,docs_src/metadata,Python,.py,5,154,False
fastapi,docs_src/metadata/tutorial003_py310.py,tutorial003_py310.py,docs_src/metadata,Python,.py,5,161,False
fastapi,docs_src/metadata/tutorial004_py310.py,tutorial004_py310.py,docs_src/metadata,Python,.py,22,693,False
